key,value
.osint[].vulnerabilities[].affected_code[].file.modifier.uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.uid_alt,string
.osint[].vulnerabilities[].affected_code[].file.name,string
.osint[].vulnerabilities[].affected_code[].file.owner.account.labels[],string
.osint[].vulnerabilities[].affected_code[].file.owner.account.name,string
.osint[].vulnerabilities[].affected_code[].file.owner.account.type,string
.osint[].vulnerabilities[].affected_code[].file.owner.account.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.owner.account.uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.credential_uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.domain,string
.osint[].vulnerabilities[].affected_code[].file.owner.email_addr,string
.osint[].vulnerabilities[].affected_code[].file.owner.full_name,string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].desc,string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].domain,string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].name,string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].privileges[],string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].type,string
.osint[].vulnerabilities[].affected_code[].file.owner.groups[].uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.cost_center,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.deleted_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.deleted_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.email_addrs[],string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.employee_uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.given_name,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.hire_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.hire_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.job_title,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.labels[],string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.last_login_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.last_login_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.ldap_cn,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.ldap_dn,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.leave_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.leave_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.city,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.continent,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.coordinates[],number
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.country,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.desc,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.geohash,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.is_on_premises,boolean
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.isp,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.lat,number
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.long,number
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.postal_code,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.provider,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.location.region,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.manager,null
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.modified_time,integer
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.modified_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.office_location,string
.osint[].vulnerabilities[].affected_code[].file.owner.ldap_person.surname,string
.osint[].vulnerabilities[].affected_code[].file.owner.name,string
.osint[].vulnerabilities[].affected_code[].file.owner.org.name,string
.osint[].vulnerabilities[].affected_code[].file.owner.org.ou_name,string
.osint[].vulnerabilities[].affected_code[].file.owner.org.ou_uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.org.uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.risk_level,string
.osint[].vulnerabilities[].affected_code[].file.owner.risk_level_id,integer
.osint[].vulnerabilities[].affected_code[].file.owner.risk_score,integer
.osint[].vulnerabilities[].affected_code[].file.owner.type,string
.osint[].vulnerabilities[].affected_code[].file.owner.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.owner.uid,string
.osint[].vulnerabilities[].affected_code[].file.owner.uid_alt,string
.osint[].vulnerabilities[].affected_code[].file.parent_folder,string
.osint[].vulnerabilities[].affected_code[].file.path,string
.osint[].vulnerabilities[].affected_code[].file.product.cpe_name,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.category,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.category_id,integer
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.confidentiality,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.confidentiality_id,integer
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.desc,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.desc,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.domain,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.name,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.privileges[],string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.type,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.group.uid,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.is_applied,boolean
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.name,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.uid,string
.osint[].vulnerabilities[].affected_code[].file.product.data_classification.policy.version,string
.osint[].vulnerabilities[].affected_code[].file.product.feature.name,string
.osint[].vulnerabilities[].affected_code[].file.product.feature.uid,string
.osint[].vulnerabilities[].affected_code[].file.product.feature.version,string
.osint[].vulnerabilities[].affected_code[].file.product.lang,string
.osint[].vulnerabilities[].affected_code[].file.product.name,string
.osint[].vulnerabilities[].affected_code[].file.product.path,string
.osint[].vulnerabilities[].affected_code[].file.product.uid,string
.osint[].vulnerabilities[].affected_code[].file.product.url_string,string
.osint[].vulnerabilities[].affected_code[].file.product.vendor_name,string
.osint[].vulnerabilities[].affected_code[].file.product.version,string
.osint[].vulnerabilities[].affected_code[].file.security_descriptor,string
.osint[].vulnerabilities[].affected_code[].file.signature.algorithm,string
.osint[].vulnerabilities[].affected_code[].file.signature.algorithm_id,integer
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.expiration_time,integer
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.expiration_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.fingerprints[].algorithm,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.fingerprints[].algorithm_id,integer
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.fingerprints[].value,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.is_self_signed,boolean
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.issuer,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.serial_number,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.subject,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.uid,string
.osint[].vulnerabilities[].affected_code[].file.signature.certificate.version,string
.osint[].vulnerabilities[].affected_code[].file.signature.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.signature.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.signature.developer_uid,string
.osint[].vulnerabilities[].affected_code[].file.signature.digest.algorithm,string
.osint[].vulnerabilities[].affected_code[].file.signature.digest.algorithm_id,integer
.osint[].vulnerabilities[].affected_code[].file.signature.digest.value,string
.osint[].vulnerabilities[].affected_code[].file.signature.state,string
.osint[].vulnerabilities[].affected_code[].file.signature.state_id,integer
.osint[].vulnerabilities[].affected_code[].file.size,integer
.osint[].vulnerabilities[].affected_code[].file.type,string
.osint[].vulnerabilities[].affected_code[].file.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.uid,string
.osint[].vulnerabilities[].affected_code[].file.version,string
.osint[].vulnerabilities[].affected_code[].file.xattributes,object
.osint[].vulnerabilities[].affected_code[].owner.account.labels[],string
.osint[].vulnerabilities[].affected_code[].owner.account.name,string
.osint[].vulnerabilities[].affected_code[].owner.account.type,string
.osint[].vulnerabilities[].affected_code[].owner.account.type_id,integer
.osint[].vulnerabilities[].affected_code[].owner.account.uid,string
.osint[].vulnerabilities[].affected_code[].owner.credential_uid,string
.osint[].vulnerabilities[].affected_code[].owner.domain,string
.osint[].vulnerabilities[].affected_code[].owner.email_addr,string
.osint[].vulnerabilities[].affected_code[].owner.full_name,string
.osint[].vulnerabilities[].affected_code[].owner.groups[].desc,string
.osint[].vulnerabilities[].affected_code[].owner.groups[].domain,string
.osint[].vulnerabilities[].affected_code[].owner.groups[].name,string
.osint[].vulnerabilities[].affected_code[].owner.groups[].privileges[],string
.osint[].vulnerabilities[].affected_code[].owner.groups[].type,string
.osint[].vulnerabilities[].affected_code[].owner.groups[].uid,string
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.cost_center,string
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.created_time,integer
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.deleted_time,integer
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.deleted_time_dt,string
.osint[].vulnerabilities[].affected_code[].owner.ldap_person.email_addrs[],string
